Author,Comment,LikeCount,PublishedAt
@talipincekara9892,"Kitabınızı aldım, tekrar sigaraya başlarım diye okuyamıyorum 😄 İmzanız çıkmadı içinden Buda haksızlık zengin imzalı versiyondan almıştım. Siz cevap vermedikçe bu haksızlığı dile getireceğim 😂😉 Bi çay bi imza borcunuz var 🙏",6,2024-11-03T18:56:34Z
@GMZbese123,Hocam ağzınıza beyninize sağlık sevgiler,4,2024-11-03T18:55:41Z
@TaginRasa,destek yorumu niyetinde bir yorum :),0,2024-11-03T18:53:37Z
@Keşifnoktasıı,Fakirler için bunu yapacağınıza 😊 YouTube&#39;un az takipçisi olan bazı sayfalarına yardımcı olabileceğiniz bir etkinlik yapsanız hocam olur mu ❤,3,2024-11-03T18:45:48Z
@olguncandan3495,sen de işi iyice artizliğe vurdun,0,2024-11-03T18:44:41Z
@ysfrmr1650,"Kitabın özeti, Sezen Aksu - Kusura bakma",0,2024-11-03T18:42:47Z
@orhanyildiz8805,Behçet insan hayatı servet ve iktidar mücadelesi.Gemini kurtar dostum.Kaptan olursun.,0,2024-11-03T18:42:04Z
@harunpehlivan7971,MERHABA SAYIN HOCAM. TÜYAP FUARI&#39;NDAN KİTABINI BUGÜN ALDIM. İYİ Kİ VARSINIZ.,3,2024-11-03T18:37:42Z
@thetest4514,"<a href=""https://www.youtube.com/watch?v=C7NWXPxCQPI&amp;t=581"">9:41</a> tam burada Kadir hocanın fotoğrafını anlık gösterip çekseydiniz ne gülerdim haaaa 🤣🤣",2,2024-11-03T18:27:45Z
@b.d.708,Hocam gene haklı. Fazlasiyla,0,2024-11-03T18:26:56Z
@adosis2881,20 yaşındayım öğrenciyim ve dün hoşuma giden bir kıyafeti param yetmediği için alamadım hocam ne diyebilirim ki bu düzen için,1,2024-11-03T18:25:12Z
@Murat-o1v,..,1,2024-11-03T18:24:23Z
@Murat-o1v,.,1,2024-11-03T18:24:13Z
@Murat-o1v,...,1,2024-11-03T18:24:05Z
@serdar4269,Bu bahsettiğiniz network işi tipik fluencer parlatması. Önce işini iyi yapmak ve üst kademeye liyakat ile çıkabilmek değerli. Anlattığınız Amerikan tipi bir algı ve yalan dünya sistemi.,0,2024-11-03T18:21:44Z
@emineeenurrr4012,Bu ülkeden de hayattan da pek ümidim yok ama sırf size destek olması için sipariş verdim hocam. Okuduktan sonra yorumlamaya çalışacağım.,0,2024-11-03T18:18:05Z
@deryasimsekgencer,👏,0,2024-11-03T18:15:12Z
@Temel037,💯👍🏻,0,2024-11-03T18:14:48Z
@nssfkkkko,İki çoban hayvanlarını otlatırken yemek vakti gelir. Torbalarını açarlar sohbete başlarlar. Birisi diğerine sorar &quot;çok zengin olsan ne yersin&quot;. Diğeri cevap verir &quot;dünyadaki bütün soğanların cücüğünü yerim. Peki sen ne yersin&quot; cevap verir. &quot; sen bana yiyecek bişey bırakmadın ki&quot;. <br>Zenginde olsak yiyeceğimiz ağzımızın tadı kadar olacak hocam. Mutluluk mu zenginliktir. Zenginlik mi mutluluktur. Etkileşim arttıkça özenç çoğalıyor ve doyum sınırı üste ivmeleniyor. Kanaat iyidir hocam. Teşekkürler....,16,2024-11-03T18:09:54Z
@b0202n,Zengin olmak için zenginden doğmanız lazım veya zenginin sizden aldıklarını geri almanız lazım..,0,2024-11-03T18:09:25Z
@ademinan8786,Güzel günler biraz uzak ama imkansız değil,0,2024-11-03T18:08:14Z
@GokhanYlmaz-td7wj,Bu yaşa kadar hayatta kalmam mucize zaten.,1,2024-11-03T17:58:51Z
@mehmetocel613,Dinini oyuncak yapanların yapacağı iş ne olur,1,2024-11-03T17:54:32Z
@tadigrat,Hocam gelen parayla cami yaptırın üstünüzdeki tüm suçlamalar düşer ♥,0,2024-11-03T17:52:13Z
@kikikasti,Hoccammmm iyi ki varsınız ❤İlker hocayla olan anınıza çok güldüm,4,2024-11-03T17:51:03Z
@Kitapseverbiri1244,Tanıdığım sadece yüksek zekalı bir çocuk matematik bölümü bağaziçinde okudu okurken de burs alıyordu sanırım ilk yüze mi ne girmişti şu anda  10bin dolara yakın para alıyormuş kendi gibi de bir fizikçi bulmuş ama bunlar sadece yüksek zekalı yani yüksek zekalı olunca sadece belli seviyeye gelinebiliriyor onlarda fakirdi sonra yine tıp okuyanlar falan bir di komşumuzun çocuğu yüksek zekalı değil ema çok hırslı ve ders çalışan birisiydi elektrik elektronik okudu şu an ASELSANda çalışıyor ama diğer gördüğüm çoğu kişi memur olabildi seviyeyi arttıramadı diğer şeyler doğru gayet düşük seviyede yaşıyoruz maalesef,0,2024-11-03T17:48:19Z
@meleknuratci,Bu bir destek yorumudur ❤❤❤,0,2024-11-03T17:46:27Z
@mustafakaragoz3137,"Sakın pes etmeyin normal zekalı, çalışkan ve tutumlu bir insan her dönemde namerde muhtaç olmaktan kurtulabilir.",1,2024-11-03T17:46:00Z
@mucahitaltuntas776,"İdealize edilen şey gelip gelip hep gerçekliğe tosluyorsa, ya idealize edilen yada gerçeklikle ilgili kurulan ilişkimizde bir sorun vardır. Bunu zaten siz konuşmanın içinde aktarmışsınız. Gerçekliğini çerçevesini ve menzilini genişlettikçe veya daralttıkça gerçekliğin acayip değiştiğini hatta bazen bizi ters köşeye düşürdüğünü, bazen anlamını yitirdiğini izliyoruz. Kurulan anlam ilişkileri ister içsel ister dışsal olsun nihayetinde bir kurgudur. Network bizim dışımızdaki bir biçimde kurgudur, bizim dışımızda toplumsal katmanlarla ilişkili ve sınıfsal yanı var. İdealize etiğimiz paradigma ile toplumsal paradigmalar eşleşmiyorsa mutsuz ediyor. İdealize ettiğimiz kurgular ne kadar gerçeklikle ne kadar bizim ihtiyaçlarımızla ilişkili?  Hoca bu soruları soruyor. Soru bilimin yarısıdır...",0,2024-11-03T17:37:37Z
@Versucher666,"sonlara doğru bahsettiğiniz plan, matematik köyü gibi, harika bi fikir hocam.",0,2024-11-03T17:36:46Z
@erent41,Millet multizengin biz multifakir,0,2024-11-03T17:36:04Z
@ozaynazikoglu4523,Ne yaparsan yap network yoksa bişeyler yapamazsın gerçeğini yaşı çok genç insanlara ulaştırarak doğru mu yapıyoruz peki. Eleştirmek için söylemiyorum bunu ama düşünelim biraz. Zaten okulda öğrencilerin %80i gelecek kaygısı ile eğitimi bırakmış durumda. Birde bu gerçeği yüzlerine mi çarpalım yoksa bazı gazlamalar ile inançlarını diri mi tutalım. İnancı tükenen biri kendi potansiyelini bile gerçekleştiremez. Bunu söylediğiniz zaman ulaşan kitleyi bir düşünün. O gençler bu bilgiyi nasıl değerlendirebilir. Burada hata var gibi. Eğitimdeki tespitleriniz doğru ama hitap ettiğiniz kitle açısından yöntem yanlış gibi. Değinmek istediğim bir başka konu da babişko asumanların toplumun gene de çok küçük bir kısmını oluşturduğu gerçeği. Gene büyük kitle sizin bizim geçtiğimiz yollardan geçiyor defalarca başarısızlık hissi ve sonra elde ettiği ile yetinme falan . Bu gerçeği yolda herkes öğreniyor zaten. Bir düşünün başaracağınıza olan inancınız hiç olmasaydı şuan bulunduğunuz yerde olabilirmiydiniz. Çocukların elinden bunu alıyoruz böyle konuşarak. İnancı alıyoruz. O zamanda şuan liselere bir gelin bakın ders çaloşarak bişey elde edemeyeceğini düşünen ve çalışmayan sınava bile girmeyecek olan bir kitle doğuyor. Hepsi tiktoker olacak veya başka yeteneklerini çalıştıracak ve bizden daha üst gelire sahip olacaklar. Bunu planlıyorlar. Ama hepimiz biliyoruz ki tüm tiktokerlarda iyi para kazanmıyor. Pastayı nasıl bölüşecekler. Gene aynı gelir düzensizliği ile. Umut ve inançlarını almayalım ki daha çok beyin kasları çalışır olsun. Çünki bir kasın yapabildiği yeteneklerin modası geçtiğinde diğeri ile yaşamaya devam edebilmemiz gereken bir döneme geldik.,0,2024-11-03T17:35:19Z
@hulyayilmaz5260,Kitabı şu an için alamıcam hocam çünkü doçentlik hazırlanıyorum. Motivasyonum düşsün istemiyorum. Malum network yok. Ancak yayınlar çıktıktan sonra alıcam🙏,0,2024-11-03T17:34:49Z
@ozanboz8895,Abi seni çok seviyorum Allah seni başımızdan eksik etmesin iyiki varsın başarılar diliyorum,0,2024-11-03T17:29:43Z
@bugracim,hocam zengin olsam ilk size torpil yapardım,0,2024-11-03T17:27:02Z
@bediahakenkruger6663,Çok haklısın Oğlum endüstri mühendisi olduğu halde kargo taşıyor bu ülkede çoçuklarım Geleceğini çaldılar bu gün kurumlar yandaş dolu Ama Başarı küme göre  Neye Göre Benim oğlum Bana Göre Başaralı... Onunla Gururduyorum.,0,2024-11-03T17:26:25Z
@oldmusic1886,Hocam kütüphanede iki gün aç kalacaz ama kitap değecek:)<br>(Kitap pahalı değil ben çok fakirim),1,2024-11-03T17:25:34Z
@hyalcinn,Yav hocam okadar etkinlik network konuşmacı  falan bir etkinliğe katılmadan önce buradan haber verseniz de sizi canlı görüp dinleyebilsek.ogrencileriniz çok şanslı.sevgiler. emekleriniz için teşekkürler,0,2024-11-03T17:24:16Z
@__esrakorkmaz__,Hocam sizi İlker Canikligil ve Fatih Altaylı yaktı biz biliyoruz :)),0,2024-11-03T17:24:15Z
@bediahakenkruger6663,Çok Teşekkür Emeğinize sağlık 🎉,0,2024-11-03T17:23:23Z
@abcd4.13,kitabı arkadaşıma doğum gününde hediye edeceğim,0,2024-11-03T17:20:26Z
@mehmetmustafardvangorgulu1555,"Kayserili , oğlunu ticarette yetiştirmeye çalışır . Öğretir , yol gösterir . Al satı , müşteriyi memnun etmeyi . He evladı bu konuda başarısız ise , onu okula gönderir , okusun aç kalmasın diye . Sen kitabın ters tarafından başlamışsın . Direk okula gidip , okumayı tercih etmişsin . Aşşağı yukarı 20 sene belki de daha fazla okul hayatın var . Sorarım sana . Bu 20 sene boyunca , okul arkadaşlarına ne sattın . Sokaklarda pazarlarda su sattın mı ? Poşet sattın mı ? <br><br>                “Ticaret yapın, çünkü rızkın onda dokuzu oradadır.” Hadis-i Şerifini duyduğunu ümit ediyorum . Bu Hadis-i Şerife göre sen rızkını onda bir de arıyorsun . Ayrıca zengin olmayı da hayal ediyorsun . <br><br>              Zengin olmayla ilgili Hz. Muhammed (SAV) Efendimizin olsun , Musa (AS) ın olsun , kaçlarca Hadisleri , gerçek yaşanmış hikayeleri var . Bunları araştırman , bunları öğrenip bunları aktarabiliyor musun ? <br><br>              Oysa insanlara sürekli fakirsin diyorsun . Bu söylemi kırk sefer bir zengine söylesen , inan o bile fakirleşmeye başlar .<br><br>             Muhabbet ve saygılar ...",0,2024-11-03T17:16:12Z
@hacyusuferyazgan2653,"Bizler hipokrat yemini etmiş hekimler olarak muayanemize, recetemize,mesleği yapış şeklimize  puan veren onu aşağılayan meslek onurunu zedeleyen bu yönetmeliği kabul etmeyeceğiz!!!Ben bu bakanı unutmayacağım görevi bırakıp giderken!!  @drmemisoglu @ekremacikel @dayanismasen  Bizler hipokrat yemini etmiş hekimler olarak muayanemize, recetemize,mesleği yapış şeklimize  puan veren onu aşağılayan meslek onurunu zedeleyen bu yönetmeliği kabul etmeyeceğiz!!!Ben bu bakanı unutmayacağım görevi bırakıp giderken!!  @drmemisoglu @ekremacikel @dayanismasen  5-6-7 kasımda anayasal hakkımızı kullanarak iş bırakıyoruz",1,2024-11-03T17:14:40Z
@CHNNM1923,"Bence zenginlik kesinlikle sınıfsal bişey, arada şansa zengin olanlar çıkıyor onları bir köşeye koyarsak kesinlikle zenginler zengin olmayanın ne önünü açıyor, ne selam veriyor nede iletişim kuruyor, ihtiyaç duysa bile tüm ilişkisi yüzeysel ve küçümseyici oluyor. Bunu bir çok insanda net olarak gözlemledim.",6,2024-11-03T17:11:01Z
@JunRen20,kitabınız d&amp;r mağazalarına gelecek mi?,1,2024-11-03T17:04:31Z
@Behramkale,Fakirler bile birbirlerini sevmiyor çok zor hayatta kalmaları ama birgün uyanırlarsa uykudan Müslüm Baba nın dediği gibi yakarsa dünyayı garipler yakar<br>Ama garip olduklarını anlamaları lazım onun içinde uzaylı kardeşlerimizden dünyaya aklı başında birini yollamalarının zamanı geldi <br>Yada buradan gönüllü varsa alıp onu göğe yükseltip yetiştirip dünyaya göndersinler,1,2024-11-03T17:03:32Z
@Cyber_Khan_,Hocam hemen sipariş verdim. Acı gerçeklere sonuna kadar hazırım!,9,2024-11-03T17:02:04Z
@yasaryasamaz1426,"Yeni nesillere cok üzülüyorum. Ben doksanli yillarin basinda üniversite ögrencisiydim. Türkiye hic bir zaman zengin bir ülke degildi ama bizlerin en azindan umudumuz vardi. Biliyorduk ki iyi bir egitim alip  ingilizce konusabilirsek , iyi bir is bulabiliriz ve gelecege dair hayaller kurabilirdik.Yeni nesillerin malesef umudunu da calmislar. Artik ne yaparsan yap bir ev sahibi olamayacagini, iyi bir araba alamayacagini biliyor genc arkadaslar. Odtü , bogazici vs. mezunu degilim. O yillarda 70 üniversite icinde  15-20 siralarda kendine yer bulan bir üniversitenin isletme bölümünden mezunum. Yaklasik 11 yil önce Türkiyeden yurtdisina tasindigimda, Türkiyede aldigim son maasim o zamanki kurla 4 bin EURO civarindaydi. Sirket arabasini ve diger yan ödemeleri vs. koydugumda yaklasik 4.500-5.000 EUro ya geliyordu maasim. O zamanki satinalma gücü göz önüne alindiginda bu cok cok iyi bir maasti. O yillarin Türkiyesinde yeni bir opel Corsa, VW Polo falan 13-15 bin EURO civarindadaydi. Yani üc aylik maasimla bu arabalardan birini alabiliyordum. Evlerin fiyatlari ne kadardi artik animsiyamiyorum. Ama pek cok beyaz yakali arkadasim 10 yillik krediler cekerek ev sahibi olmustu. Benim zaten o yillarda kafamda yurt disina tasinmak oldugu icin ev almamistim. Kirami söyleyebilirim ama. Türkiyenin en büyük sehirlerinden birinde  cok iyi bir lokasyondaki 160 metrekare daire icin ayda 900 lira kira ödüyordum. (425 EURO). Su anda orada ev kiralari sanirim  35-40 binin altinda degil. Kira icin verdigim para maasimin 12 de birine tekabül ediyordu. <br><br>Bugün ayni standardlara sahip olabilmek icin sanirim o dönemde kazanilan paranin döviz bazinda en az iki katini kazanmak lazim.  Bazen benimle ayni iste ayni yönetim kademesinde calisan genc arkadaslara soruyorum aldiklari ücretleri. Eskiyle kiyaslandiginda cok düsük ücretler aliyorlar. Yazik.",1,2024-11-03T16:57:57Z
@mehmetmustafardvangorgulu1555,"İşsizlikten depresyona mı girmiş genç , abartı olmuş . Hem de bayaca .",0,2024-11-03T16:57:50Z
@deniztunc3135,Benim mesajlarım silinmiş her halde sorunları açık dille anlattım üzgünüm ülkede yaşananlar    berbat.,0,2024-11-03T16:53:50Z
@tolgakocyigit2211,Süpersiniz ❤🎉🎉🎉🎉,0,2024-11-03T16:51:17Z
@Alfursan-1,"babişko asuma dç olmuş ha, ey gidi ey bu torpille profta olur, ord. de olur,",0,2024-11-03T16:31:43Z
@ebruozlemozen,Mutlaka hemen alacağım,1,2024-11-03T16:28:10Z
@hollyoperaopera8344,"Sizin gibi bir hocaya denk gelen öğrenciler ne kadar şanslı, belki birileri de sizden etkilenir ve öğrencilerle empati yaparak bir sistemi sorgularlar. Ben yaşadığım zorbalıkları anlatınca bunları kaldırabilmek bir yetenek ve kaldıramıyorsan kumaşında yoktur tepkileri aldım. Torpil ve yıldırma doğru ve akademinin gereği birçok insan için, aristokrasiye inanan bile gördüm(kendilerini öyle sanıyorlar).",0,2024-11-03T16:21:01Z
@toprakerbek,Hocam doğruları söyleyen bi gıda dedektifi bi de siz varsınız ❤❤❤,25,2024-11-03T16:20:20Z
@YOKSA_VAR_MI,Dekoru gerçekten çok beğendim samimi sohbet havasını katlamış.,15,2024-11-03T16:19:55Z
@HavaSelçuk-o4e,Çok gülmek iyi olmamış 🐒,0,2024-11-03T16:17:34Z
@hakantekinoglu5494,hocam network kurmak ney,0,2024-11-03T16:15:09Z
@tulay_isik,Kitabınızı sipariş verip sonra bende yorum yapıcam😅<br>Saygılarımla,1,2024-11-03T16:10:13Z
@tulay_isik,Hayatın gerçeklerini her zaman bizlere net bir şekilde hatırlattığınız için çok teşekkür ediyorum..,2,2024-11-03T16:07:57Z
@tulay_isik,İlker hoca hep gıcıktır her zaman öyleydi zaten.. 😅,2,2024-11-03T16:04:44Z
@cagrmert9104,Beğenmeyecek kitapsızlar çıkacak yine de tabii ki,0,2024-11-03T16:03:24Z
@Ali_Demir26,hocam senin bu fakir ironin sıktı artık yok fakirler şöyle yok böyle eee güldük eğlendik yeter bence,0,2024-11-03T16:03:07Z
@MoonStar-TR,"Hocam adamsınız. Sizin gibi ülkenin geleceği olan gençlerin özellikle eğitimiyle ilgili olan sorunları dert edinen, dile getiren ve kendi imkanlarıyla çözüm noktasında katkılar sağlayan bir akademisyenin ileride Milli Eğitim Bakanı ve YÖK Başkanı olmasını istiyoruz.",3,2024-11-03T16:02:36Z
@itirafetTv,Kitabınızı sesli kitap olarak yayınlamayı düşündünüz mü? Yada hali hazırda var mı?,0,2024-11-03T16:01:45Z
@Mustafa-df8by,Kalk çalış başarisiz ol dghetsryethterhfe,0,2024-11-03T16:00:39Z
@Mustafa-df8by,Fakir,0,2024-11-03T15:59:55Z
@brl6293,"Hocam gerçeklerin farkında olan biri olarak bu kez de gerçekten kendi potansiyelinin olduğuna inanan fakirlerin inanılmaz bir mutsuzluk ve umutsuzluk kaplıyo içini. ETH&#39;nın esop bursu var y.lisans için Türkiye&#39;den kabul edilenlere bakınca zaten adam zengin, iyi eğitim almış, ailesi mühendis, pilot bilmem ne, bir de bu bursları da onlara veriyolar. Adamlar demiyo ki imkansızlıklar rağmen kendini geliştirmiş kişilere verelim. E böyle olunca da maalesef boynunuzu büküp ortalama bi yerde ortalama bi iş yapıyosunuz.",0,2024-11-03T15:59:25Z
@DIJIBIL,Artık bir Vakıf ya da Enstitü olmanız gerekiyor hocam. Kurumsallaşma faydalı olacaktır.,0,2024-11-03T15:58:05Z
@serap7504,"Her zenginin sürekli mutlu her fakirin de sürekli mutsuz olmasi mümkün degil, ancak toplumu olusturan insanlarin çogunun firsat esitliginden mahrum olmalari ve temel ihtiyaçlarini bile karsilayacak gelirlerinin olmamasi, saglikli bir toplum yapisi içinde yasamayi önceleyen herkesi rahatsiz eder. Sahip olunan zenginlik sadece kisisel egolari tatmin eder ve topluma bir faydasi olmazsa, özenilecek ve takdir edilecek bir sey olmaktan çikarak sömurü aracina dönüşür.",3,2024-11-03T15:56:08Z
@sirackilinc6734,Hocam harikasınız ✌️✌️✌️,1,2024-11-03T15:54:39Z
@tulinays,"Yaşamda gerçekler can acıtıcıdır.Bazen kanırta kanırta ,bazan tatlı tatlı öyle bir acıtır ki,yaş alsan da hala acıtmaya devam eder.Haksızlıkla elde edilen ,rekabet edemeyeceğimiz  ortamlar bizlere haddimizi,yerimizi bildirir.Olsun bizler yine de bu rekabet içinde gelecek nesillerimize yer açmak için savaşa devam ederiz,etmeliyiz de.Sağlıcakla kalın.",0,2024-11-03T15:52:13Z
@zaferhoca2565,Hayırlı olsun hocam,3,2024-11-03T15:49:22Z
@emrehoca6024,Hislerimize tercüman oluyorsunuz. İdealist davranmaya çalışan bir gerçekçi olarak takdirle dinledim sizi.,10,2024-11-03T15:48:22Z
@zerda245,Hocam umarım bu kitap çok satar. Allah yardımcımız olsun. Hayırlı bir iş yapmak istiyorsunuz,0,2024-11-03T15:46:32Z
@dadalilteris7700,Biraz para kazandım... şimdi ekmeksiz et yemeye çalışıyorum.... burada yaşlandım ve gülüyorum her ette...,6,2024-11-03T15:43:54Z
@DavidDeniskov,Hahaha💅🏻💅🏻,0,2024-11-03T15:42:51Z
@serdaldeniz,"will we be able to cognizant people for all of country? I&#39;m not sure. if all people in this country  and throughout country don&#39;t want for high Quality life, prosperity, free thought and freedom then otherwise collapse is inevitable.",0,2024-11-03T15:40:55Z
@emrehoca6024,👏👏👏,0,2024-11-03T15:40:01Z
@sirackilinc6734,Asuman babişko✌️✌️✌️,0,2024-11-03T15:39:28Z
@adaletsekeri7174,Alakasız ama kapak fotoğrafıni görünce bu gülme tuttu :D,0,2024-11-03T15:34:46Z
@coinkadın,Sanayide paspas yapmaya devam etseydin o zaman para veya torpil olmadan olmuyorsa,1,2024-11-03T15:34:05Z
@uykucukedi,"Bir hayalim vardı.Meb sağolsun, bu sene duman etti.",0,2024-11-03T15:32:32Z
@timucintimucin4146,"sıkıldım bu adamın sürekli fakirlik ve umutsuzluk pompalamasından. servet el değiştiriyor, zenginleşen kuşaklar rahatlık ve rehavet sahibi olup giderek fakirleşirken, fakirlikten kurtulmak için yeni iş kurmaya daha hevesli alt sınıf ise zenginleşmeye başlıyor. bu öyle hindistan kast sistemi gibi sabit birşey değil!",0,2024-11-03T15:30:51Z
@puduhepa5731,Matematik köyü kokusu aldım. Ali hoca ile paylaşımınızın sebebi oldu😂,0,2024-11-03T15:28:37Z
@Elifk8787,&quot;Yaşadıklarımız yetmiyor bir de senden dinliyoruz hayatın gerçeklerini..&quot; Gibi dizi kesiti buraya cuk olmuş,3,2024-11-03T15:27:19Z
@baranisk9520,Fakir neden fakirdir? sorusunun cevabını hatırlar gibiyim. Ayrıca kitabı çamaşır kurutmalığa neden astınız hocam? Çamaşır makinenizin kurutması da yok. Bu da ayrı bir fakirlik göstergesi.,0,2024-11-03T15:26:05Z
@salihasaglam7350,Ankara&#39;ya bekliyoruz. İlk kez biri için  gidip o kalabalığa gireceğim. Kitabımı imzalatacağım. Hayatım boyunca bu tarz işlere hiç itibar etmedim. Ama sizin için değer hocam. Umarım yorumumu görürsünüz ve Ankara&#39;da görüşürüz.,3,2024-11-03T15:18:51Z
@nargulderen4895,👏👍🙏,0,2024-11-03T15:17:25Z
@MegaYolgezer,"Hocam, muazzam güzel ve kaliteli insanlarsınız ve emeğinize sağlık, bu duyarlılığınız için hepinize ayrı ayrı minnet duyuyor ve teşekkür ediyorum. İyi ki sizin gibi ahlaklı, güzel ve kaliteli insanlar var, ve bu benim geleceğe dair ümitlerimi daha da pekiştiriyor. Tekrar teşekkür ediyorum. ❤",1,2024-11-03T15:14:26Z
@metinay63,Teşekkür ederiz,0,2024-11-03T15:13:15Z
@G_D_31,Fakir her şekilde hayatta kalır da zengin az para kaybetsin ölür,0,2024-11-03T15:10:35Z
@yusufkurak2863,Kitap toplatilmadan almak lazım,0,2024-11-03T15:08:12Z
@surmelikir,hocam amazon germanyden sipariş vereyim dedim ilk çıktığında 24dolardı şimdi 41 dolar olmuş:) Maşallah Türkiyede bile böyle enflasyon yok bu kadar kısa sürede :D,0,2024-11-03T15:06:33Z
@ZombiAvcısı-e5k,"26 yaşında atanamamış üniversite mezunuyum. İşsizlik psikolojisinden bıktığım için fabrikada asgari ücrete beden işi yapıyorum. Her gün istifa etmeyi düşünüp vazgeçiyorum. En azından aileme yük olmuyorum diyorum. Ne yapalım, bize de fakirlik nasipmiş :D",0,2024-11-03T15:04:58Z
@serdarkeser9393,"İzlenme rekorları kırsın, like butonu parçalansın..",0,2024-11-03T15:04:36Z
@baris665,Mezuna kalıp üniversite sınavına çalışıyorum sabah 8 de kalkıp dershane ye gidiyorum 15.10 da çıkıp kütüphaneye geçiyorum akşam 22.30 gibi eve geliyorum bunu haftanın 6 günü yapıyorum sadece çalışıyorum ve ileride ne olacak bilmiyorum,0,2024-11-03T15:01:32Z
@Veliernbzkrt_45,Kısaca kaçın bu ülkeden kurtulun durum bu,0,2024-11-03T15:00:50Z
@Samsunsporvip55,TEK SEBEBİ ERDOĞAN,0,2024-11-03T14:59:40Z
@abdullahpolatt,Hocam zurna dürüm ile arada kaldım ツ,0,2024-11-03T14:56:32Z
@taneryilmaz3679,Bizde sıkıntı liyakatlı insanların örgütlenememesi.Halbuki her yurt dışına giden Tr&#39;deki zeki çocuklara sahip çıksaydı  yurt dışında Türk üniversiteleri açmıştık.,4,2024-11-03T14:54:07Z
@erkandemir----,"Kitabın fiyatı amzonda diğerlerinin iki katı, adam mı dikiyorsun amaxon",0,2024-11-03T14:49:59Z
@atelier3169,Merhaba hocam  yurtsdisinda almanya gibi ülkeler de kitaba nasil ulasabilirim ?<br>Gercekten sizi hep takip ediyorum her sözünüze bire bir katiliyorum iyiki sizin gibi insanlar halen varlar.,0,2024-11-03T14:46:02Z
@GokhanTopcu,Pierre Bourdieu &#39;Ayrım&#39;. Fakirler olarak okuyalım...,0,2024-11-03T14:45:57Z
@merveucmakl1369,"teşekkürler @akademiklink, sizi seviyoruz",0,2024-11-03T14:45:55Z
@tischo74,Fakire sadece bir tabak çorba (çalıştığı gün). &quot;Cloud Atlas 2012&quot; filmi tam da bunu anlatıyor. Geçmişten geleceye Kölelik.,0,2024-11-03T14:44:41Z
@VilgefortzIV,"<a href=""https://www.youtube.com/watch?v=C7NWXPxCQPI&amp;t=881"">14:41</a> Hocam eğerki o yeri açabilirseniz, ben yazları gelerek mühendislik alanında çalışmalar yapıp eğitim almayı gerçekten çok isterim. Lütfen bize ön koltuktan yer ayırın 😁",0,2024-11-03T14:42:00Z
@abdullahoguz9091,Biri benden mi bahseti,0,2024-11-03T14:37:38Z
@srrkar8908,Samimi  adamsın hocam,0,2024-11-03T14:36:48Z
@eyupisildak4573,👍,0,2024-11-03T14:35:51Z
@AlisanEmreciksin-ol5xi,Hocam bize network lazım:))),0,2024-11-03T14:35:47Z
@SametŞahin-e9z,Yüzünüz hep böyle gülümsesin hocam. Siz dürüst bir kişisiniz🙏🙏🙏,4,2024-11-03T14:33:34Z
@alparslanardic,İmzalısı kalmamış imzalısını almak isterim. bide bu amazonda iki katına satıyorlar.,0,2024-11-03T14:32:51Z
@shadowy5893,başka bir ülkeye bir şekil gidip iltica etmek yok videoda hocam? pek gerçekçi olmamış bu yüzden kusura bakmayınız efenim :D,0,2024-11-03T14:31:35Z
@chiefshaft8197,"İmam hatiplilerin üniversiteye girme başarı oranı yüzde 26 civarındaymış, ama işe girme başarı oranı yüzde 70 ! Bu denklemi çözmeye uğraşmayın, çözemezsiniz.  Burası Turkiya, böyle şeyler hep oluya !",0,2024-11-03T14:31:27Z
@nurayguven9278,"Herkes biliyor herşeyi,,,, <br>Herkes farkında maalesef,,,,,, <br>Açı gerçek bu,,,,, ahlak sıfır,,",0,2024-11-03T14:25:40Z
@Avrupalimmo,Kitap yurt dışına kargolanıyor mu?,0,2024-11-03T14:24:10Z
@nurayguven9278,"Hocam, siz para kazanmaya karşı mısınız,,,, o kadar emeğiniz var, deneyiminiz var, çalışkansınız, çalışıyorsunuz,,,, kitaptan da, youtube dan da para kazanmalısınız,,,, kendinize  haksızlık etmeyin lütfen,,, <br>Siz bizlere umut sunuz, rol model siniz,,, para kazanmaya da açık olun, bir müslüman güçlü ve zengin olmalıdır,,, siz güzel ahlaklısınız, örnek siniz, bilgi zenginiziniz, gönlünüz zengin, manevi olarak güçlüsünüz artık sıra maddi zenginlikte,,, lütfen hem kendiniz için hem size ihtiyacı olan tüm sevdikleriniz için maddiyatı  da kabul edin hayatınızaaa,",0,2024-11-03T14:23:33Z
@KerimCan-g1b,Bu ne yaa ergen misin malll. Lise kantininde cay simit kemirirken basit banel espirilere dislerinin arasimda susam ile essek gibi anira anira gülen ergenlik yillarim aklima geldii. Tiksindim. Midem bulandı..,0,2024-11-03T14:21:03Z
@byailen,Hocam avrupaya gelisi 800-900 lirayi buluyor yahu. E-kitap olarak falan pazarlayamiyor musunuz acaba ayni zamanda?,0,2024-11-03T14:16:33Z
@Pensive_Simian,Hocam yurtdışıdayım. Kitabınızı internetten PDF veya epub olarak satın almak mümkün müdür? Teşekkürler.,1,2024-11-03T14:15:14Z
@otocihaz34istanbul76,Slmlar,0,2024-11-03T14:15:09Z
@mehnetakif-ry1vw,Çok talihsiz bir coğrafya da yaşamak zorunda olmak hele kafa da çalışıyorsa çok zor felaket 🤬,0,2024-11-03T14:13:00Z
@mehnetakif-ry1vw,Şu çamaşırları bir toplasaydınız 😀😀😀,0,2024-11-03T14:11:21Z
